subject,scenario,gesture_sequence,gesture_type,gesture_name,start_frame,end_frame,num_frames,duration_seconds,fps,video_length_frames
subject_6,scenario_i_w,gesture_13,13,Clap,196,203,8,0.4,20.0,405
subject_6,scenario_i_w,gesture_13,13,Clap,205,405,201,10.05,20.0,405
subject_6,scenario_i_w,gesture_2,2,Swipe Right,19,28,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_2,2,Swipe Right,51,60,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_2,2,Swipe Right,78,88,11,0.55,20.0,405
subject_6,scenario_i_w,gesture_2,2,Swipe Right,108,116,9,0.45,20.0,405
subject_6,scenario_i_w,gesture_2,2,Swipe Right,137,149,13,0.65,20.0,405
subject_6,scenario_i_w,gesture_2,2,Swipe Right,168,177,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_2,2,Swipe Right,196,207,12,0.6,20.0,405
subject_6,scenario_i_w,gesture_2,2,Swipe Right,234,246,13,0.65,20.0,405
subject_6,scenario_i_w,gesture_2,2,Swipe Right,264,280,17,0.85,20.0,405
subject_6,scenario_i_w,gesture_2,2,Swipe Right,302,311,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_2,2,Swipe Right,340,349,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_2,2,Swipe Right,371,380,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_3,3,Swipe Up,21,31,11,0.55,20.0,384
subject_6,scenario_i_w,gesture_3,3,Swipe Up,53,63,11,0.55,20.0,384
subject_6,scenario_i_w,gesture_3,3,Swipe Up,118,129,12,0.6,20.0,384
subject_6,scenario_i_w,gesture_3,3,Swipe Up,155,166,12,0.6,20.0,384
subject_6,scenario_i_w,gesture_3,3,Swipe Up,190,201,12,0.6,20.0,384
subject_6,scenario_i_w,gesture_3,3,Swipe Up,224,234,11,0.55,20.0,384
subject_6,scenario_i_w,gesture_3,3,Swipe Up,260,269,10,0.5,20.0,384
subject_6,scenario_i_w,gesture_3,3,Swipe Up,296,307,12,0.6,20.0,384
subject_6,scenario_i_w,gesture_3,3,Swipe Up,332,342,11,0.55,20.0,384
subject_6,scenario_i_w,gesture_3,3,Swipe Up,366,376,11,0.55,20.0,384
subject_6,scenario_i_w,gesture_3,3,Swipe Up,395,405,11,0.55,20.0,384
subject_6,scenario_i_w,gesture_4,4,Swipe Down,1,11,11,0.55,20.0,331
subject_6,scenario_i_w,gesture_4,4,Swipe Down,36,48,13,0.65,20.0,331
subject_6,scenario_i_w,gesture_4,4,Swipe Down,73,85,13,0.65,20.0,331
subject_6,scenario_i_w,gesture_4,4,Swipe Down,113,122,10,0.5,20.0,331
subject_6,scenario_i_w,gesture_4,4,Swipe Down,152,162,11,0.55,20.0,331
subject_6,scenario_i_w,gesture_4,4,Swipe Down,196,204,9,0.45,20.0,331
subject_6,scenario_i_w,gesture_4,4,Swipe Down,308,318,11,0.55,20.0,331
subject_6,scenario_i_w,gesture_4,4,Swipe Down,343,352,10,0.5,20.0,331
subject_6,scenario_i_w,gesture_4,4,Swipe Down,378,391,14,0.7,20.0,331
subject_6,scenario_i_w,gesture_5,5,Zoom In,25,40,16,0.8,20.0,405
subject_6,scenario_i_w,gesture_5,5,Zoom In,57,72,16,0.8,20.0,405
subject_6,scenario_i_w,gesture_5,5,Zoom In,96,104,9,0.45,20.0,405
subject_6,scenario_i_w,gesture_5,5,Zoom In,127,132,6,0.3,20.0,405
subject_6,scenario_i_w,gesture_5,5,Zoom In,164,174,11,0.55,20.0,405
subject_6,scenario_i_w,gesture_5,5,Zoom In,192,199,8,0.4,20.0,405
subject_6,scenario_i_w,gesture_5,5,Zoom In,201,218,18,0.9,20.0,405
subject_6,scenario_i_w,gesture_5,5,Zoom In,226,237,12,0.6,20.0,405
subject_6,scenario_i_w,gesture_5,5,Zoom In,263,272,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_5,5,Zoom In,286,300,15,0.75,20.0,405
subject_6,scenario_i_w,gesture_5,5,Zoom In,359,368,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_5,5,Zoom In,388,403,16,0.8,20.0,405
subject_6,scenario_i_w,gesture_6,6,Zoom Out,34,43,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_6,6,Zoom Out,65,80,16,0.8,20.0,405
subject_6,scenario_i_w,gesture_6,6,Zoom Out,105,116,12,0.6,20.0,405
subject_6,scenario_i_w,gesture_6,6,Zoom Out,146,169,24,1.2,20.0,405
subject_6,scenario_i_w,gesture_6,6,Zoom Out,177,189,13,0.65,20.0,405
subject_6,scenario_i_w,gesture_6,6,Zoom Out,216,227,12,0.6,20.0,405
subject_6,scenario_i_w,gesture_6,6,Zoom Out,259,268,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_6,6,Zoom Out,335,343,9,0.45,20.0,405
subject_6,scenario_i_w,gesture_6,6,Zoom Out,369,383,15,0.75,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,1,9,9,0.45,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,29,38,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,54,63,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,78,87,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,103,113,11,0.55,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,129,135,7,0.35,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,151,160,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,202,211,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,230,238,9,0.45,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,257,265,9,0.45,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,285,293,9,0.45,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,309,317,9,0.45,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,334,341,8,0.4,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,357,369,13,0.65,20.0,405
subject_6,scenario_i_w,gesture_7,7,Select,385,394,10,0.5,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,9,22,14,0.7,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,31,43,13,0.65,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,56,69,14,0.7,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,73,84,12,0.6,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,94,109,16,0.8,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,119,131,13,0.65,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,142,156,15,0.75,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,166,180,15,0.75,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,187,203,17,0.85,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,208,221,14,0.7,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,228,240,13,0.65,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,253,264,12,0.6,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,274,287,14,0.7,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,295,308,14,0.7,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,320,331,12,0.6,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,359,374,16,0.8,20.0,405
subject_6,scenario_i_w,gesture_8,8,Double Tap,380,394,15,0.75,20.0,405
subject_6,scenario_i_w,gesture_9,9,Rotate CW,27,42,16,0.8,20.0,369
subject_6,scenario_i_w,gesture_9,9,Rotate CW,59,78,20,1.0,20.0,369
subject_6,scenario_i_w,gesture_9,9,Rotate CW,88,103,16,0.8,20.0,369
subject_6,scenario_i_w,gesture_9,9,Rotate CW,120,133,14,0.7,20.0,369
subject_6,scenario_i_w,gesture_9,9,Rotate CW,155,165,11,0.55,20.0,369
subject_6,scenario_i_w,gesture_9,9,Rotate CW,214,224,11,0.55,20.0,369
subject_6,scenario_i_w,gesture_9,9,Rotate CW,241,258,18,0.9,20.0,369
subject_6,scenario_i_w,gesture_9,9,Rotate CW,275,288,14,0.7,20.0,369
subject_6,scenario_i_w,gesture_9,9,Rotate CW,304,316,13,0.65,20.0,369
subject_6,scenario_i_w,gesture_9,9,Rotate CW,333,345,13,0.65,20.0,369
subject_6,scenario_i_w,gesture_9,9,Rotate CW,356,366,11,0.55,20.0,369
subject_6,scenario_i_w,gesture_9,9,Rotate CW,385,400,16,0.8,20.0,369
subject_6,scenario_o_d,gesture_1,1,Swipe Left,1,10,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_1,1,Swipe Left,28,37,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_1,1,Swipe Left,56,64,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_1,1,Swipe Left,81,88,8,0.4,20.0,405
subject_6,scenario_o_d,gesture_1,1,Swipe Left,109,116,8,0.4,20.0,405
subject_6,scenario_o_d,gesture_1,1,Swipe Left,133,141,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_1,1,Swipe Left,160,169,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_1,1,Swipe Left,189,198,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_1,1,Swipe Left,216,224,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_1,1,Swipe Left,244,252,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_1,1,Swipe Left,270,278,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_1,1,Swipe Left,298,306,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_1,1,Swipe Left,326,335,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_1,1,Swipe Left,356,365,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_1,1,Swipe Left,387,395,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,12,30,19,0.95,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,40,59,20,1.0,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,67,76,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,87,105,19,0.95,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,118,131,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,140,158,19,0.95,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,164,180,17,0.85,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,189,199,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,214,228,15,0.75,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,233,247,15,0.75,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,265,280,16,0.8,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,291,307,17,0.85,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,318,332,15,0.75,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,340,353,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,367,375,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_10,10,Rotate CCW,388,402,15,0.75,20.0,405
subject_6,scenario_o_d,gesture_11,11,Screenshot,16,33,18,0.9,20.0,405
subject_6,scenario_o_d,gesture_11,11,Screenshot,49,63,15,0.75,20.0,405
subject_6,scenario_o_d,gesture_11,11,Screenshot,84,95,12,0.6,20.0,405
subject_6,scenario_o_d,gesture_11,11,Screenshot,117,128,12,0.6,20.0,405
subject_6,scenario_o_d,gesture_11,11,Screenshot,151,161,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_11,11,Screenshot,182,191,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_11,11,Screenshot,209,221,13,0.65,20.0,405
subject_6,scenario_o_d,gesture_11,11,Screenshot,240,256,17,0.85,20.0,405
subject_6,scenario_o_d,gesture_11,11,Screenshot,273,290,18,0.9,20.0,405
subject_6,scenario_o_d,gesture_11,11,Screenshot,309,321,13,0.65,20.0,405
subject_6,scenario_o_d,gesture_11,11,Screenshot,339,352,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_11,11,Screenshot,372,384,13,0.65,20.0,405
subject_6,scenario_o_d,gesture_12,12,Thumb Up,1,405,405,20.25,20.0,405
subject_6,scenario_o_d,gesture_13,13,Clap,1,309,309,15.45,20.0,405
subject_6,scenario_o_d,gesture_13,13,Clap,323,348,26,1.3,20.0,405
subject_6,scenario_o_d,gesture_13,13,Clap,364,384,21,1.05,20.0,405
subject_6,scenario_o_d,gesture_13,13,Clap,400,405,6,0.3,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,8,18,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,34,44,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,61,70,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,85,95,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,113,122,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,138,147,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,162,172,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,191,200,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,214,223,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,238,246,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,263,275,13,0.65,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,292,299,8,0.4,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,314,322,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,340,345,6,0.3,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,367,376,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_2,2,Swipe Right,397,405,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,8,16,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,36,43,8,0.4,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,60,69,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,90,96,7,0.35,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,113,121,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,141,148,8,0.4,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,172,180,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,197,205,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,223,231,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,246,254,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,272,279,8,0.4,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,297,305,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,321,327,7,0.35,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,345,354,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,373,383,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_3,3,Swipe Up,399,405,7,0.35,20.0,405
subject_6,scenario_o_d,gesture_4,4,Swipe Down,24,33,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_4,4,Swipe Down,59,69,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_4,4,Swipe Down,96,107,12,0.6,20.0,405
subject_6,scenario_o_d,gesture_4,4,Swipe Down,133,143,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_4,4,Swipe Down,167,178,12,0.6,20.0,405
subject_6,scenario_o_d,gesture_4,4,Swipe Down,202,212,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_4,4,Swipe Down,237,250,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_4,4,Swipe Down,269,281,13,0.65,20.0,405
subject_6,scenario_o_d,gesture_4,4,Swipe Down,306,315,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_4,4,Swipe Down,337,348,12,0.6,20.0,405
subject_6,scenario_o_d,gesture_4,4,Swipe Down,369,379,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_4,4,Swipe Down,402,405,4,0.2,20.0,405
subject_6,scenario_o_d,gesture_5,5,Zoom In,13,21,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_5,5,Zoom In,39,52,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_5,5,Zoom In,69,80,12,0.6,20.0,405
subject_6,scenario_o_d,gesture_5,5,Zoom In,99,114,16,0.8,20.0,405
subject_6,scenario_o_d,gesture_5,5,Zoom In,133,146,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_5,5,Zoom In,163,175,13,0.65,20.0,405
subject_6,scenario_o_d,gesture_5,5,Zoom In,193,204,12,0.6,20.0,405
subject_6,scenario_o_d,gesture_5,5,Zoom In,221,231,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_5,5,Zoom In,247,259,13,0.65,20.0,405
subject_6,scenario_o_d,gesture_5,5,Zoom In,275,283,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_5,5,Zoom In,299,308,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_5,5,Zoom In,329,338,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_5,5,Zoom In,356,368,13,0.65,20.0,405
subject_6,scenario_o_d,gesture_5,5,Zoom In,391,400,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_6,6,Zoom Out,15,28,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_6,6,Zoom Out,51,66,16,0.8,20.0,405
subject_6,scenario_o_d,gesture_6,6,Zoom Out,89,98,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_6,6,Zoom Out,124,138,15,0.75,20.0,405
subject_6,scenario_o_d,gesture_6,6,Zoom Out,160,173,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_6,6,Zoom Out,193,208,16,0.8,20.0,405
subject_6,scenario_o_d,gesture_6,6,Zoom Out,229,243,15,0.75,20.0,405
subject_6,scenario_o_d,gesture_6,6,Zoom Out,262,273,12,0.6,20.0,405
subject_6,scenario_o_d,gesture_6,6,Zoom Out,293,307,15,0.75,20.0,405
subject_6,scenario_o_d,gesture_6,6,Zoom Out,323,335,13,0.65,20.0,405
subject_6,scenario_o_d,gesture_6,6,Zoom Out,354,367,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_6,6,Zoom Out,383,396,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_7,7,Select,14,23,10,0.5,20.0,357
subject_6,scenario_o_d,gesture_7,7,Select,44,49,6,0.3,20.0,357
subject_6,scenario_o_d,gesture_7,7,Select,76,84,9,0.45,20.0,357
subject_6,scenario_o_d,gesture_7,7,Select,104,112,9,0.45,20.0,357
subject_6,scenario_o_d,gesture_7,7,Select,131,140,10,0.5,20.0,357
subject_6,scenario_o_d,gesture_7,7,Select,157,169,13,0.65,20.0,357
subject_6,scenario_o_d,gesture_7,7,Select,186,195,10,0.5,20.0,357
subject_6,scenario_o_d,gesture_7,7,Select,213,223,11,0.55,20.0,357
subject_6,scenario_o_d,gesture_7,7,Select,240,245,6,0.3,20.0,357
subject_6,scenario_o_d,gesture_7,7,Select,371,382,12,0.6,20.0,357
subject_6,scenario_o_d,gesture_7,7,Select,397,405,9,0.45,20.0,357
subject_6,scenario_o_d,gesture_8,8,Double Tap,6,16,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_8,8,Double Tap,30,42,13,0.65,20.0,405
subject_6,scenario_o_d,gesture_8,8,Double Tap,52,69,18,0.9,20.0,405
subject_6,scenario_o_d,gesture_8,8,Double Tap,78,94,17,0.85,20.0,405
subject_6,scenario_o_d,gesture_8,8,Double Tap,109,119,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_8,8,Double Tap,133,151,19,0.95,20.0,405
subject_6,scenario_o_d,gesture_8,8,Double Tap,160,171,12,0.6,20.0,405
subject_6,scenario_o_d,gesture_8,8,Double Tap,185,197,13,0.65,20.0,405
subject_6,scenario_o_d,gesture_8,8,Double Tap,210,226,17,0.85,20.0,405
subject_6,scenario_o_d,gesture_8,8,Double Tap,240,253,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_8,8,Double Tap,266,280,15,0.75,20.0,405
subject_6,scenario_o_d,gesture_8,8,Double Tap,292,304,13,0.65,20.0,405
subject_6,scenario_o_d,gesture_8,8,Double Tap,318,331,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_8,8,Double Tap,347,362,16,0.8,20.0,405
subject_6,scenario_o_d,gesture_8,8,Double Tap,375,387,13,0.65,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,6,17,12,0.6,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,33,42,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,54,68,15,0.75,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,77,88,12,0.6,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,102,113,12,0.6,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,120,128,9,0.45,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,150,161,12,0.6,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,171,180,10,0.5,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,191,204,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,221,234,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,246,256,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,272,285,14,0.7,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,299,311,13,0.65,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,316,332,17,0.85,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,349,359,11,0.55,20.0,405
subject_6,scenario_o_d,gesture_9,9,Rotate CW,374,384,11,0.55,20.0,405
subject_7,scenario_i_d,gesture_1,1,Swipe Left,21,41,21,1.05,20.0,405
subject_7,scenario_i_d,gesture_1,1,Swipe Left,91,116,26,1.3,20.0,405
subject_7,scenario_i_d,gesture_1,1,Swipe Left,174,197,24,1.2,20.0,405
subject_7,scenario_i_d,gesture_1,1,Swipe Left,256,283,28,1.4,20.0,405
subject_7,scenario_i_d,gesture_1,1,Swipe Left,337,366,30,1.5,20.0,405
subject_7,scenario_i_d,gesture_10,10,Rotate CCW,1,23,23,1.15,20.0,405
subject_7,scenario_i_d,gesture_10,10,Rotate CCW,85,108,24,1.2,20.0,405
subject_7,scenario_i_d,gesture_10,10,Rotate CCW,183,212,30,1.5,20.0,405
subject_7,scenario_i_d,gesture_10,10,Rotate CCW,280,308,29,1.45,20.0,405
subject_7,scenario_i_d,gesture_10,10,Rotate CCW,364,386,23,1.15,20.0,405
subject_7,scenario_i_d,gesture_11,11,Screenshot,79,101,23,1.15,20.0,405
subject_7,scenario_i_d,gesture_11,11,Screenshot,168,197,30,1.5,20.0,405
subject_7,scenario_i_d,gesture_11,11,Screenshot,279,306,28,1.4,20.0,405
subject_7,scenario_i_d,gesture_11,11,Screenshot,385,405,21,1.05,20.0,405
subject_7,scenario_i_d,gesture_12,12,Thumb Up,1,405,405,20.25,20.0,405
subject_7,scenario_i_d,gesture_13,13,Clap,1,405,405,20.25,20.0,405
subject_7,scenario_i_d,gesture_2,2,Swipe Right,36,61,26,1.3,20.0,405
subject_7,scenario_i_d,gesture_2,2,Swipe Right,118,144,27,1.35,20.0,405
subject_7,scenario_i_d,gesture_2,2,Swipe Right,203,226,24,1.2,20.0,405
subject_7,scenario_i_d,gesture_2,2,Swipe Right,280,308,29,1.45,20.0,405
subject_7,scenario_i_d,gesture_2,2,Swipe Right,368,392,25,1.25,20.0,405
subject_7,scenario_i_d,gesture_3,3,Swipe Up,36,52,17,0.85,20.0,405
subject_7,scenario_i_d,gesture_3,3,Swipe Up,131,155,25,1.25,20.0,405
subject_7,scenario_i_d,gesture_3,3,Swipe Up,228,244,17,0.85,20.0,405
subject_7,scenario_i_d,gesture_3,3,Swipe Up,317,340,24,1.2,20.0,405
subject_7,scenario_i_d,gesture_4,4,Swipe Down,79,105,27,1.35,20.0,405
subject_7,scenario_i_d,gesture_4,4,Swipe Down,186,198,13,0.65,20.0,405
subject_7,scenario_i_d,gesture_4,4,Swipe Down,275,301,27,1.35,20.0,405
subject_7,scenario_i_d,gesture_4,4,Swipe Down,357,382,26,1.3,20.0,405
subject_7,scenario_i_d,gesture_5,5,Zoom In,24,55,32,1.6,20.0,405
subject_7,scenario_i_d,gesture_5,5,Zoom In,118,144,27,1.35,20.0,405
subject_7,scenario_i_d,gesture_5,5,Zoom In,217,242,26,1.3,20.0,405
subject_7,scenario_i_d,gesture_5,5,Zoom In,315,333,19,0.95,20.0,405
subject_7,scenario_i_d,gesture_6,6,Zoom Out,68,108,41,2.05,20.0,405
subject_7,scenario_i_d,gesture_6,6,Zoom Out,189,228,40,2.0,20.0,405
subject_7,scenario_i_d,gesture_6,6,Zoom Out,307,351,45,2.25,20.0,405
subject_7,scenario_i_d,gesture_7,7,Select,20,39,20,1.0,20.0,405
subject_7,scenario_i_d,gesture_7,7,Select,73,88,16,0.8,20.0,405
subject_7,scenario_i_d,gesture_7,7,Select,133,143,11,0.55,20.0,405
subject_7,scenario_i_d,gesture_7,7,Select,200,216,17,0.85,20.0,405
subject_7,scenario_i_d,gesture_7,7,Select,266,278,13,0.65,20.0,405
subject_7,scenario_i_d,gesture_7,7,Select,329,340,12,0.6,20.0,405
subject_7,scenario_i_d,gesture_7,7,Select,395,405,11,0.55,20.0,405
subject_7,scenario_i_d,gesture_8,8,Double Tap,44,68,25,1.25,20.0,405
subject_7,scenario_i_d,gesture_8,8,Double Tap,129,154,26,1.3,20.0,405
subject_7,scenario_i_d,gesture_8,8,Double Tap,208,234,27,1.35,20.0,405
subject_7,scenario_i_d,gesture_8,8,Double Tap,289,311,23,1.15,20.0,405
subject_7,scenario_i_d,gesture_8,8,Double Tap,375,396,22,1.1,20.0,405
subject_7,scenario_i_d,gesture_9,9,Rotate CW,47,75,29,1.45,20.0,405
subject_7,scenario_i_d,gesture_9,9,Rotate CW,147,178,32,1.6,20.0,405
subject_7,scenario_i_d,gesture_9,9,Rotate CW,233,264,32,1.6,20.0,405
subject_7,scenario_i_d,gesture_9,9,Rotate CW,333,364,32,1.6,20.0,405
subject_7,scenario_i_s,gesture_1,1,Swipe Left,26,42,17,0.85,20.0,405
subject_7,scenario_i_s,gesture_1,1,Swipe Left,112,124,13,0.65,20.0,405
subject_7,scenario_i_s,gesture_1,1,Swipe Left,190,199,10,0.5,20.0,405
subject_7,scenario_i_s,gesture_1,1,Swipe Left,269,281,13,0.65,20.0,405
subject_7,scenario_i_s,gesture_1,1,Swipe Left,344,356,13,0.65,20.0,405
subject_7,scenario_i_s,gesture_10,10,Rotate CCW,47,71,25,1.25,20.0,405
subject_7,scenario_i_s,gesture_10,10,Rotate CCW,146,175,30,1.5,20.0,405
subject_7,scenario_i_s,gesture_10,10,Rotate CCW,253,278,26,1.3,20.0,405
subject_7,scenario_i_s,gesture_10,10,Rotate CCW,352,373,22,1.1,20.0,405
subject_7,scenario_i_s,gesture_11,11,Screenshot,71,101,31,1.55,20.0,405
